73,73,గాడిదకి గడ్డివేసి ఆవును పాలిమ్మనట్లు
74,74,గాడిద గుడ్డు గరుడ స్తంభం
75,75,గాదెక్రింద పందికొక్కులాగా
76,76,గంగలో మునిగినా కాకి హంస అవుతుందా
77,77,గొర్రె కసాయి వాణ్ణే నమ్ముతుంది
78,78,గోవు లేని ఊళ్ళో గొడ్డు గేదే శ్రీమహాలక్ష్మి
79,79,చిన్న పామైనా పెద్ద కర్రతో కొట్టాలి
80,80,చిన్నక్క చిలక పెద్దక్క గిలక చూస్తే చుక్క రేగితే కుక్క
81,81,చిలక ముక్కుకు దొండపండు
82,82,చీమలు పెట్టిన పుట్టలు పాముల కిరవైనట్లు
83,83,కదిపితే కందిరీగల తెట్టు
84,84,కాలులో ముల్లు చెవిలో జోరీగ
85,85,కాగితంతో పులి ఏకుల్తో ఏనుగు
86,86,కుక్కలుండే ఊరికి నక్కే పోతురాజు
87,87,కోడి నలుపైతే గుడ్డు నలుపవుతుందా
88,88,కోతికి కల్లు తాగించి అద్దం చూపించినట్లు
89,89,గుడ్డి గేదెలలో గూనిగేదె శ్రీమహాలక్ష్మి
90,90,గుర్రాన్ని గుగ్గిళ్ళకు అమ్మినట్లు
91,91,చీమలు పాకిన రాళ్ళు అరుగునా
92,92,తిండికి ఏనుగు పనికి పీనుగు
93,93,తలగడ కింద త్రాచుపాము
94,94,ఉడుత ఊపులకు చింతకాయలు రాలుతాయా
95,95,ఏనుగు కొట్టుకుపోతూంటే పుల్లాకు నా సంగతేమిటన్నదట
96,96,జీతం లేకుండానే తోడేలు గొర్రెల్ని కాస్తానన్నదట
97,97,నా కోడి కుంపటి లేకపోతే ఎలా తెల్లవారుతుంది అన్నట్టు
98,98,దున్నపోతు ఈనిందంటే దూడను కట్టివేయమనట్టు
99,99,పిల్లికి చెలగాటం ఎలుకకు ప్రాణసంకటం
100,100,పులిని చూసి నక్క వాత పెట్టుకొన్నట్లు
101,101,పిచ్చుక మీద బ్రహ్మాస్త్రం
102,102,మూలిగే నక్కపై తాటికాయ పడ్డట్టు
103,103,శివుని ఆజ్ఞ లేనిదే చీమైనా కుట్టదు
104,104,నత్త నడక తాబేలు పరుగు
105,105,నెమలిని చూచి నక్క నాట్యమాడినట్లు
106,106,పందికేలరా పన్నీరు బుడ్డి
107,107,పాము చెలిమి రాజు చెలిమి ఒక్కటే
108,108,పిట్టపోరు పిట్టపోరు పిల్లి తీర్చినట్లు
109,109,పులికి ఆకలైతే పూరి తింటుందా
110,110,పులి బక్కచిక్కితే చారలు బక్కపడునా
111,111,బట్టతలకు పేలు పట్టినట్లు
112,112,బెల్లమున్న చోటే ఈగలు ముసిరేది
113,113,హంస రాయబారం కోకిల మేజువాణి
114,114,తాటాకు చప్పుళ్ళకు కుందేళ్ళు బెదురుతాయా
115,115,తానుపట్టిన కుందేలుకి మూడేకాళ్ళు
116,116,తొండ ముదిరి ఊసరవెల్లి అయినట్లు
117,117,"నందంటే నంది, పందంటే పంది"
118,118,"నంబి, తంబళి, నాగుపాము చెవులపిల్లి ఎదురపడితే చేటు వస్తుంది"
119,119,తేనెలో పడ్డ ఈగలాగా
120,120,"దొడ్డినిండా గొడ్లు ఇంటినిండా బిడ్డలు, ఇంకేమి కావాలి ఇరకాటానికి"
121,121,నూరు గొడ్లు తిన్న రాబందుకు ఒకటే గాలిపెట్టు
122,122,నెమలికంట నీరు కారితే వేటగాడికి ముద్దా అన్నట్టు
123,123,"పందిని పొడిచిన వాడే బంటు, కందం చెప్పిన వాడే కవి"
124,124,పనిలేని మంగలి పిల్లితల గొరిగినట్లు
125,125,పేనుకి పెత్తనమిస్తే తలంతా తెగ కొరికిందట
126,126,రొయ్యకు లేదా బారెడు మీసం
127,127,వసుదేవుడు పోయి గాడిద కాళ్ళు పట్టుకున్నట్టు
128,128,శివమెత్తిన గంగిరెద్దులా చిందులు తొక్కినట్లు
129,129,కాశీకి పోయి గాడిద గుడ్డు తెచ్చినట్లు
130,130,ఏగూటి చిలక ఆగూటి పలుకులే పలుకుతుంది
131,131,గూటిలోని రామచిలుక
132,132,"అడుసులో హంస ఆడింది, అడవిలో అమ్మ పాడింది ఒకటే"
133,133,ఆకాశవీధిలో కొంగలు.అంగడి వీధిలో దొంగలు
134,134,"కాకి కూసేవి కారుకూతలు, కోకిల కూసేవి కవితలు"
135,135,కుక్క పని గాడిద చేస్తే నడ్డి విరిగిందట
136,136,కుక్కల నక్కల పెళ్ళికి కుందేలు మంత్రాలు చదివిందట
137,137,"నామాల కాకి, విభూతి గద్ద సిద్ధుడి కయినా దొరకవు"
138,138,సీత కష్టాలు సీతవి పీత కష్టాలు పీతవి
139,139,సాటివారితో సరిగంగ స్నానాలాడబోతే ముసలి మొగుడ్ని మొసలి ఎత్తుకెళ్ళిందంట
140,140,అందరికి శకునం చెప్పే బల్లి తాను బోయి కుడితి తొట్లో పడ్డట్టు
141,141,అగ్నిలో మిడుత పడ్డట్టు
142,142,గబ్బిలము ఆకాశం పడకుండా పట్టుకుంటానన్నదట
143,143,"గుడి పాము కరచినట్లు,గంగిగోవు పొడిచినట్లు"
144,144,తూనీగలు ఆడితే తూమెడు వర్షం
145,145,బూరుగు పండుకు చిలుక కాచియున్నట్లు
146,146,బొగ్గులలో రామచిలుక
147,147,గుర్రం కరుస్తుందని గాడిద వెనకాల దాక్కునాడట
148,148,లేడికి లేచిందే పరుగు
149,149,చేప పిల్లకు ఈత నేర్పాలా
150,150,అడవి పంది చేను మేసిపోతే ఊరపంది చెవులు కోసినట్లు
151,151,ఆకొన్న సింహానికి ఏనుగు దొరికినట్టు
152,152,ఎండు నేల మీద ఎండ్రకాయ కనబడితే వాన తప్పదు
153,153,ఏడు మెతుకులు కతికితే ఏనుగంత బలం
154,154,ఏనుగుల పోట్లాటకు ఎర్రచీమ రాయబారమన్నట్టు
155,155,ఏనుగు వెళుతుంటే కుక్కలు మొరిగినట్లు
156,156,ఏనుగు బ్రతికినా వెయ్యే చచ్చినా వెయ్యే
157,157,ఎంత కరవొచ్చినా పులి గడ్డి మేయదు
158,158,ఎక్కరాని చెట్టుమీద కొక్కిరాయి గుడ్డు పెట్టిందట
159,159,ఎంత తొండమున్నా దోమ ఏనుగు కాదు
160,160,కాలికి చుట్టుకున్న పాము కరవకమానదు
161,161,కొబ్బరి చెట్టు ఎందుకు ఎక్కావంటే దూడ గడ్డి కోసం అన్నాడట
162,162,కోతి రూపుకు గీత చక్కన పాత గోడకు పూత చక్కన
163,163,జలగలా పీడిస్తున్నాడు
164,164,తేనెటీగల పని తీరుబడి లేని పని
165,165,"ఇల్లు ఈగలపాలు, దొడ్డి దోమలపాలు"
166,166,"ఇంట్లో పిల్లులు , మంచంలో నల్లులు"
167,167,"తేలువలె కుట్టినట్టు, బల్లివలె పట్టినట్టు"
168,168,నీటిలో కప్ప నీరు త్రాగకుంటుందా
169,169,నెమలిని చూచి నక్క నాట్యమాడినట్లు
170,170,పనసపండు మీద ఈగలు వాలినట్టు
171,171,పాడుబడిన ఊరికి నక్క తలారి
172,172,పాము పడగ క్రింద కప్ప ఉన్నట్లు
173,173,పిల్లి గుడ్డిదైతే ఎలుక గడ్డి పెట్టిందట
174,174,పులి మీసాలు కుందేలు మెలివేసినట్లు
175,175,పేను కుక్కమంటే చెవి కరచినట్లు
176,176,పొయ్యిలో పిల్లి ఇంకా లేవలేదు
177,177,బంగారు గాలానికి బంగారు చేపలు పడవు
178,178,లోకులు కాకులు మందుకు మాకులు
179,179,శిఖ శిఖల మీద మిడతలు చేనగినట్లు
180,180,సంగీతానికి గార్ధభం హాస్యానికి కోతి
181,181,తాటాకు చప్పుళ్ళకు కుందేళ్ళు చెదురుతాయా
182,182,నూతి కప్పకు సముద్రం సంగతేమి తెలుసును
183,183,పందిగా పదేళ్ళు బ్రతికేకన్నా నందిగా నాలుగేండ్లు బతికితే చాలు
184,184,"పట్టినవాడు తాబేలు అంటే ,గట్టున ఉన్నవాడు కుందేలు అన్నట్లు"
185,185,పిల్లి తిన్న కోడి పిలిచినా పలుకదు
186,186,పుట్టలోన చెదలు పుట్టునా గిట్టునా
187,187,పులిగాడు కంటే గిలిగాడు గొప్ప
188,188,పులికి పారణం పశువుకు మారణం
189,189,పులి కడుపున పుట్టి మేక అరుపు అరచినట్లు
190,190,పెద్దతల లేకపోతే పొట్టేలు తలన్నా తెచ్చి పెట్టుకొమ్మన్నారు
191,191,పెయ్యను కాపాడమని పెద్దపులికి అప్పజెప్పినట్లు
192,192,బలవంతమైన సర్పము చలిచీమల చేతజిక్కి చచ్చినట్లు
193,193,బావురుపిల్లికి చిలుకపై మొగమాటమా
194,194,బావిలోని కప్పకు గానుగ ఎద్దుకు అవే లోకాలు
195,195,బిడ్డ లేని ఇంటికి ఆవుదూడ ముద్దు. ఏమీలేని ఇంటికి ఎనుముదూడ ముద్దు
196,196,సన్నబువ్వ చిన్నచేపలు కొఱ్ఱబువ్వ గోడిచారు
197,197,కొడితే ఏనుగు కుంభస్థలాన్ని కొట్టాలి
198,198,బెల్లం వున్నంతసేపే ఈగలు ముసిరేది
199,199,"గాడిద సంగీతానికి ఒంటె ఆశ్చర్యపడితే, ఒంటె అందానికి గాడిద మూర్ఛపోయిందట"
200,200,"చీమ ఒళ్ళు చీమకు బరువు, ఏనుగు ఒళ్ళు ఏనుగుకు బరువు"
